date,title,amount;;;;;
2025-11-29,Uber* Trip,60.95;;;;;
2025-11-29,Transp Colet*Transp. e,6.13;;;;;
2025-11-29,Ld Va´Lei,15.00;;;;;
2025-11-25,Ponto do Pastel,30.50;;;;;
2025-11-25,Ld Va´Lei,15.00;;;;;
2025-11-23,Mini Mercado Terminal,6.99;;;;;
2025-11-23,Bpf Servicos,28.00;;;;;
2025-11-23,H2p,30.00;;;;;
2025-11-23,Ld Va´Lei,30.00;;;;;
2025-11-22,Uber Uber *Trip Help.U,23.90;;;;;
2025-11-21,Ec *Melimais,26.87;;;;;
2025-11-21,Ec *Melimais,8.90;;;;;
2025-11-20,Tempero e Arte,20.00;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
